,first_word,first_POS,first_animacy,first_gender,first_number,first_case,second_word,second_POS,second_person,second_case,second_number,dist,label
2181,МПа,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,6,0
2182,течение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,4,0
2183,условиях,NOUN,inan,neut,plur,loct,их,NPRO,3per,accs,plur,3,0
2184,водопогло-щению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,7,0
2185,прочность,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,12,0
2186,сжатии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,14,0
2187,показателем,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,13,0
2188,однородности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,12,0
2189,обработке,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,9,0
2190,срезов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,7,0
2191,степень,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,1,0
2192,время,NOUN,inan,neut,sing,accs,Их,NPRO,3per,accs,plur,10,0
2193,распространение,NOUN,inan,neut,sing,nomn,Их,NPRO,3per,accs,plur,8,0
2194,областях,NOUN,inan,femn,plur,loct,Их,NPRO,3per,accs,plur,5,0
2195,строительства,NOUN,inan,neut,sing,gent,Их,NPRO,3per,accs,plur,4,0
2196,покрытиях,NOUN,inan,neut,plur,loct,Их,NPRO,3per,accs,plur,3,0
2197,перекрытиях,NOUN,inan,neut,plur,loct,Их,NPRO,3per,accs,plur,5,0
2198,опорах,NOUN,inan,femn,plur,loct,Их,NPRO,3per,accs,plur,11,0
2199,линий,NOUN,inan,femn,plur,gent,Их,NPRO,3per,accs,plur,12,0
2200,электропередач,NOUN,inan,femn,plur,gent,Их,NPRO,3per,accs,plur,13,0
2201,указаний,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,20,0
2202,счет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,17,0
2203,соображениям,NOUN,inan,neut,plur,datv,их,NPRO,3per,accs,plur,9,0
2204,автор,NOUN,anim,masc,sing,nomn,их,NPRO,3per,accs,plur,8,0
2205,трактовку,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,1,0
2206,длина,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,6,0
2207,зависимость,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,8,0
2208,влияния,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,7,0
2209,моментов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,5,0
2210,стержнях,NOUN,inan,masc,plur,loct,ее,NPRO,3per,accs,sing,3,0
2211,исследований,NOUN,inan,neut,plur,gent,ее,NPRO,3per,accs,sing,2,0
2212,схема,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,5,0
2213,жесткость,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,19,0
2214,узлов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,18,0
2215,расчетах,NOUN,inan,masc,plur,loct,ее,NPRO,3per,accs,sing,16,0
2216,ферм,NOUN,inan,femn,plur,gent,ее,NPRO,3per,accs,sing,15,0
2217,стержнями,NOUN,inan,masc,plur,ablt,ее,NPRO,3per,accs,sing,13,0
2218,уголков,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,10,0
2219,несоблюдении,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,8,0
2220,требований,NOUN,inan,neut,plur,gent,ее,NPRO,3per,accs,sing,6,0
2221,соотношению,NOUN,inan,neut,sing,datv,ее,NPRO,3per,accs,sing,4,0
2222,высоты,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,3,0
2223,рамках,NOUN,inan,femn,plur,loct,их,NPRO,3per,accs,plur,17,0
2224,исследований,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,15,0
2225,установление,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,13,0
2226,корректировка,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,11,0
2227,значений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,9,0
2228,коэффициентов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,8,0
2229,условий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,7,0
2230,работы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,6,0
2231,функции,NOUN,inan,femn,plur,accs,их,NPRO,3per,accs,plur,4,0
2232,типа,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,2,0
2233,длины,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,2,0
2234,свойства,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,11,0
2235,долговечность,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,6,0
2236,срок,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,4,0
2237,службы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,3,0
2238,стойкость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,7,0
2239,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,14,0
2240,уменьшением,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,11,0
2241,модуля,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,10,0
2242,крупности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,9,0
2243,влияние,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,6,0
2244,свойства,NOUN,inan,neut,plur,accs,его,NPRO,3per,accs,sing,4,0
2245,смеси,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,2,0
2246,бетона,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,1,0
2247,объеме,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,9,0
2248,бетона,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,8,0
2249,стоимость,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,1,0
2250,себестоимости,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,10,0
2251,вовлечение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,17,0
2252,отрасль,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,20,0
2253,специфику,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,14,0
2254,структуры,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,13,0
2255,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,10,0
2256,управления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,5,0
2257,качеством,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,4,0
2258,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
2259,обработку,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,5,0
2260,точки,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,22,0
2261,обработка,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,18,0
2262,проведение,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,13,0
2263,активации,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,10,0
2264,домола,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,8,0
2265,улучшению,NOUN,inan,neut,sing,datv,его,NPRO,3per,accs,sing,2,0
2266,ряда,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,1,0
2267,исследователи,NOUN,anim,masc,plur,nomn,его,NPRO,3per,accs,sing,3,0
2268,исследователи,NOUN,anim,masc,plur,nomn,ее,NPRO,3per,accs,sing,8,0
2269,пределами,NOUN,inan,masc,plur,ablt,ее,NPRO,3per,accs,sing,1,0
2270,проблемой,NOUN,inan,femn,sing,ablt,ее,NPRO,3per,accs,sing,3,0
2271,повышения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,4,0
2272,качества,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,5,0
2273,исследователи,NOUN,anim,masc,plur,nomn,их,NPRO,3per,accs,plur,20,0
2274,пределами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,11,0
2275,проблемой,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,9,0
2276,повышения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,8,0
2277,качества,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
2278,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,0
2279,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
2280,интерес,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,10,0
2281,ученых,NOUN,anim,masc,plur,gent,их,NPRO,3per,accs,plur,9,0
2282,время,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,6,0
2283,обработка,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,3,0
2284,использовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,13,0
2285,ресурсов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,10,0
2286,сырья,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,8,0
2287,производства,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,6,0
2288,оценку,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,1,0
2289,материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,6,0
2290,величине,NOUN,inan,femn,sing,datv,их,NPRO,3per,accs,plur,9,0
2291,активности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
2292,Рабочим,NOUN,anim,masc,plur,datv,Он,NPRO,3per,nomn,sing,21,0
2293,органом,NOUN,inan,masc,sing,ablt,Он,NPRO,3per,nomn,sing,20,0
2294,установки,NOUN,inan,femn,sing,gent,Он,NPRO,3per,nomn,sing,18,0
2295,основанием,NOUN,inan,neut,sing,ablt,Он,NPRO,3per,nomn,sing,11,0
2296,диаметр,NOUN,inan,masc,sing,nomn,Он,NPRO,3per,nomn,sing,7,0
2297,вращение,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,5,0
2298,электропривода,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,7,0
2299,установления,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,10,0
2300,режима,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,8,0
2301,активации,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,7,0
2302,свойства,NOUN,inan,neut,plur,accs,его,NPRO,3per,accs,sing,2,0
2303,обработки,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,6,0
2304,модуль,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,14,0
2305,состав,NOUN,inan,masc,sing,accs,его,NPRO,3per,accs,sing,17,0
2306,степень,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,19,0
2307,фракции,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,4,0
2308,использовании,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,1,0
2309,бетоне,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,3,0
2310,роль,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,6,0
2311,рисунке,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,16,0
2312,модуль,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,14,0
2313,водотребность,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,12,0
2314,пустотность,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,10,0
2315,повышением,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,6,0
2316,времени,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,5,0
2317,обработки,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,4,0
2318,активаторе,NOUN,inan,masc,sing,loct,она,NPRO,3per,nomn,sing,2,0
2319,деструкции,NOUN,inan,femn,sing,datv,его,NPRO,3per,accs,sing,3,0
2320,искажении,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,11,0
2321,решетки,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,9,0
2322,слоев,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,7,0
2323,аморфизации,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,1,0
2324,увеличением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,8,0
2325,продолжительности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,7,0
2326,обработки,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,6,0
2327,интенсивность,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,4,0
2328,Преимуществом,NOUN,inan,neut,sing,ablt,он,NPRO,3per,nomn,sing,23,0
2329,изготовлении,NOUN,inan,neut,sing,loct,он,NPRO,3per,nomn,sing,15,0
2330,смесей,NOUN,inan,femn,plur,gent,он,NPRO,3per,nomn,sing,13,0
2331,обогащение,NOUN,inan,neut,sing,nomn,он,NPRO,3per,nomn,sing,7,0
2332,активацию,NOUN,inan,femn,sing,accs,он,NPRO,3per,nomn,sing,5,0
2333,домолом,NOUN,inan,masc,sing,ablt,он,NPRO,3per,nomn,sing,2,0
2334,компонентов,NOUN,inan,masc,plur,gent,он,NPRO,3per,nomn,sing,1,0
2335,смеси,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,1,0
2336,присутствии,NOUN,inan,neut,sing,loct,он,NPRO,3per,nomn,sing,3,0
2337,количества,NOUN,inan,neut,sing,gent,он,NPRO,3per,nomn,sing,5,0
2338,Приготовление,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,7,0
2339,влажности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,0
2340,возможность,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,2,0
2341,качество,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,1,0
2342,процесс,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,6,0
2343,изготовления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
2344,обустройством,NOUN,inan,neut,sing,ablt,ним,NPRO,3per,datv,plur,7,0
2345,транспортировки,NOUN,inan,femn,sing,gent,ним,NPRO,3per,datv,plur,2,0
2346,значение,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,1,0
2347,плотности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,2,0
2348,величины,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,9,0
2349,модуля,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,11,0
2350,крупности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,12,0
2351,водопотребности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,14,0
2352,структуру,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,32,0
2353,слоев,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,34,0
2354,частиц,NOUN,inan,femn,plur,gent,его,NPRO,3per,accs,sing,35,0
2355,горожане,NOUN,anim,masc,plur,nomn,его,NPRO,3per,accs,sing,7,0
2356,внимание,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,5,0
2357,традициях,NOUN,inan,femn,plur,loct,его,NPRO,3per,accs,sing,1,0
2358,Освоенность,NOUN,inan,femn,sing,nomn,Оно,NPRO,3per,nomn,sing,9,0
2359,среды,NOUN,inan,femn,sing,gent,Оно,NPRO,3per,nomn,sing,8,0
2360,программ,NOUN,inan,femn,plur,gent,Оно,NPRO,3per,nomn,sing,3,0
2361,использования,NOUN,inan,neut,sing,gent,Оно,NPRO,3per,nomn,sing,2,0
2362,привычности,NOUN,inan,femn,sing,gent,Оно,NPRO,3per,nomn,sing,4,0
2363,работы,NOUN,inan,femn,sing,gent,Оно,NPRO,3per,nomn,sing,10,0
2364,мобилизации,NOUN,inan,femn,sing,gent,Оно,NPRO,3per,nomn,sing,14,0
2365,богатство,NOUN,inan,neut,sing,nomn,ее,NPRO,3per,accs,sing,14,0
2366,видов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,12,0
2367,разнообразие,NOUN,inan,neut,sing,nomn,ее,NPRO,3per,accs,sing,10,0
2368,узнаваемость,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,1,0
2369,очевидность,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,2,0
2370,назначения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,3,0
2371,способов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,6,0
2372,Комфортность,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,20,0
2373,среды,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,19,0
2374,наличие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,17,0
2375,условий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,13,0
2376,отсутствие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,4,0
2377,требований,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,2,0
2378,способов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,1,0
2379,использования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,0
2380,места,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,6,0
2381,движения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,5,0
2382,практике,NOUN,inan,femn,sing,loct,они,NPRO,3per,nomn,plur,1,0
2383,местом,NOUN,inan,neut,sing,ablt,они,NPRO,3per,nomn,plur,6,0
2384,Недостаток,NOUN,inan,masc,sing,nomn,ее,NPRO,3per,accs,sing,6,0
2385,внедрение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,22,0
2386,результатов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,21,0
2387,исследований,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,19,0
2388,решение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,15,0
2389,проблем,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,13,0
2390,привлекательность,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,11,0
2391,планирование,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,7,0
2392,отработка,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,4,0
2393,процесса,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,3,0
2394,смысл,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,4,0
2395,внедрение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
2396,решении,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,4,0
2397,значение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,9,0
2398,желание,NOUN,inan,neut,sing,nomn,ему,NPRO,3per,datv,sing,17,0
2399,экономию,NOUN,inan,femn,sing,accs,ему,NPRO,3per,datv,sing,8,0
2400,словами,NOUN,inan,neut,plur,ablt,ему,NPRO,3per,datv,sing,3,0
2401,решению,NOUN,inan,neut,sing,datv,ему,NPRO,3per,datv,sing,5,0
2402,проблемы,NOUN,inan,femn,plur,nomn,ему,NPRO,3per,datv,sing,8,0
2403,строительство,NOUN,inan,neut,sing,accs,ему,NPRO,3per,datv,sing,10,0
2404,вытеснение,NOUN,inan,neut,sing,accs,ему,NPRO,3per,datv,sing,19,0
2405,объектов,NOUN,inan,masc,plur,gent,ему,NPRO,3per,datv,sing,21,0
2406,пользу,NOUN,inan,femn,sing,accs,ему,NPRO,3per,datv,sing,23,0
2407,строительства,NOUN,inan,neut,sing,gent,ему,NPRO,3per,datv,sing,24,0
2408,инвестор,NOUN,anim,masc,sing,nomn,она,NPRO,3per,nomn,sing,2,0
2409,ответы,NOUN,inan,masc,plur,accs,она,NPRO,3per,nomn,sing,6,0
2410,критериям,NOUN,inan,masc,plur,datv,она,NPRO,3per,nomn,sing,1,0
2411,шансы,NOUN,inan,masc,plur,nomn,она,NPRO,3per,nomn,sing,5,0
2412,успех,NOUN,inan,masc,sing,nomn,она,NPRO,3per,nomn,sing,7,0
2413,развитии,NOUN,inan,neut,sing,loct,она,NPRO,3per,nomn,sing,15,0
2414,техники,NOUN,inan,femn,sing,gent,она,NPRO,3per,nomn,sing,16,0
2415,промежуток,NOUN,inan,masc,sing,accs,она,NPRO,3per,nomn,sing,19,0
2416,времени,NOUN,inan,neut,sing,gent,она,NPRO,3per,nomn,sing,20,0
2417,вопрос,NOUN,inan,masc,sing,nomn,них,NPRO,3per,gent,plur,16,0
2418,создании,NOUN,inan,neut,sing,loct,них,NPRO,3per,gent,plur,14,0
2419,среды,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,4,0
2420,обитания,NOUN,inan,neut,sing,gent,них,NPRO,3per,gent,plur,11,0
2421,горожан,NOUN,anim,masc,plur,gent,них,NPRO,3per,gent,plur,10,0
2422,условиях,NOUN,inan,neut,plur,loct,них,NPRO,3per,gent,plur,8,0
2423,качество,NOUN,inan,neut,sing,accs,них,NPRO,3per,gent,plur,3,0
2424,среды,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,4,0
2425,пространств,NOUN,inan,neut,plur,gent,них,NPRO,3per,gent,plur,7,0
2426,Обилие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,8,0
2427,комфортности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,3,0
2428,деятельности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,5,0
2429,проездами,NOUN,inan,masc,plur,ablt,них,NPRO,3per,gent,plur,10,0
2430,временем,NOUN,inan,neut,sing,ablt,них,NPRO,3per,gent,plur,4,0
2431,службы,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,3,0
2432,учреждения,NOUN,inan,neut,sing,gent,них,NPRO,3per,gent,plur,5,0
2433,помещения,NOUN,inan,neut,sing,gent,них,NPRO,3per,gent,plur,8,0
2434,пространств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,25,0
2435,районов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,12,0
2436,средой,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,10,0
2437,пребывания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,8,0
2438,массы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,6,0
2439,населения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,5,0
2440,значении,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,3,0
2441,жизни,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,5,0
2442,этап,NOUN,inan,masc,sing,nomn,Она,NPRO,3per,nomn,sing,17,0
2443,развития,NOUN,inan,neut,sing,gent,Она,NPRO,3per,nomn,sing,16,0
2444,мере,NOUN,inan,femn,sing,datv,Она,NPRO,3per,nomn,sing,9,0
2445,дизайн,NOUN,inan,masc,sing,nomn,Она,NPRO,3per,nomn,sing,6,0
2446,характер,NOUN,inan,masc,sing,accs,Она,NPRO,3per,nomn,sing,7,0
